0,1.0000000000000009
1.333333333,0.99399648646618
2.666666667,0.9762016500639081
4,0.947248730226154
5.333333333,0.9081514513468423
6.666666667,0.8602450985242364
8,0.8051108626705833
9.333333333,0.744489426244335
10.66666667,0.6801903558749522
12,0.6140038258690118
13.33333333,0.5476205543498931
14.66666667,0.48256471525288536
16,0.42014312128761155
17.33333333,0.3614123509902728
18.66666667,0.30716391225799766
20,0.2579261056047459
21.33333333,0.2139801365291495
22.66666667,0.17538729122046326
24,0.14202362310908773
25.33333333,0.11361861164424304
26.66666667,0.08979457772275569
28,0.07010416920883146
29.33333333,0.05406389923099092
30.66666667,0.0411824302540123
32,0.030982961846816332
33.33333333,0.023019659837785367
34.66666667,0.016888517396610393
36,0.012233346476596478
37.33333333,0.00874777470229427
38.66666667,0.006174181452246634
40,0.004300471311628769
41.33333333,0.0029554858161811074
42.66666667,0.0020037201486651605
44,0.0013398626550012718
45.33333333,0.000883530963998332
46.66666667,0.0005744497191830254
48,0.0003682077485494609
49.33333333,0.00023264966326852393
